s1_name,patch_id,reference_map_id
S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_06_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_10_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_45_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_12_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_45_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_85_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_45_89,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_89,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_89_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_45_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_45_90_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_1,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_01,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_01_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_2,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_02,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_02_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_3,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_03,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_03_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_4,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_04,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_04_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_05_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_46_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_10_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_46_82,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_82,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_82_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_46_84,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_84,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_84_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_46_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_46_90_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_0,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_00,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_00_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_4,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_04,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_04_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_05_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_10_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_11_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_47_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_12_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_47_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_78_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_47_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_47_90_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_0,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_00,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_00_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_3,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_03,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_03_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_4,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_04,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_04_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_06_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_48_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_11_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_48_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_78_reference_map
S1A_IW_GRDH_1SDV_20170706T064300_29SND_48_79,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_79,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_79_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_48_86,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_86,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_48_86_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_2,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_02,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_02_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_3,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_03,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_03_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_4,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_04,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_04_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_06_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_49_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_12_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_49_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_49_80_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_0,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_00,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_00_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_4,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_04,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_04_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_05_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_11_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_50_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_12_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_50_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_80_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_50_81,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_81,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_81_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_50_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_50_87_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_05_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_11_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_51_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_12_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_51_81,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_81,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_81_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_51_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_51_87_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_52_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_52_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_52_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_11_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_52_84,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_84,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_52_84_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_10_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_53_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_11_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_53_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_53_78_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_54_2,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_02,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_02_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_54_3,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_03,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_03_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_54_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_54_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_10_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_54_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_85_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_55_0,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_00,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_00_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_55_3,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_03,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_03_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_55_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_55_9,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_09,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_09_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_55_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_10_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_55_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_85_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_55_86,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_86,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_86_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_55_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_87_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_55_88,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_88,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_55_88_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_56_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_10_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_56_82,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_82,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_82_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_56_84,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_84,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_84_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_56_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_87_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_56_88,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_88,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_88_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_56_89,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_89,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_89_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_56_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_90,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_56_90_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_57_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_57_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_57_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_10,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_10_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_57_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_11_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_57_83,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_83,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_83_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_57_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_85,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_57_85_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_58_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_07_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_58_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_08_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_58_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_11_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_58_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_80_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_58_81,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_81,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_81_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_58_86,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_86,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_58_86_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_59_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_59_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_59_80_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_59_83,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_59_83,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_59_83_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_60_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_60_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_60_80_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_61_2,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_02,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_02_reference_map
S1A_IW_GRDH_1SDV_20170706T064235_29SND_61_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_06_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_61_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_61_80_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_62_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_62_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_62_06_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_62_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_62_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_62_80_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_63_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_63_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_63_05_reference_map
S1B_IW_GRDH_1SDV_20170706T183432_29SND_63_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_63_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_63_80_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_64_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_64_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_64_06_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_65_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_65_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_65_06_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_65_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_65_12,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_65_12_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_67_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_67_11,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_67_11_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_6,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_06,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_06_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_78_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_79,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_79,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_79_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_68_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_80,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_68_80_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_69_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_69_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_69_05_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_0,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_00,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_00_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_1,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_01,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_01_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_5,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_05,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_05_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_7,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_07,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_07_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_8,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_08,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_08_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_78,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_78_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_79,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_79,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_79_reference_map
S1B_IW_GRDH_1SDV_20170701T182622_29SND_70_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_87,S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_70_87_reference_map
